CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,POPULATION,CNTY_CITY_LOC,BEAT_TYPE,CHP_BEAT_TYPE,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION
9007381,2019,20191218,1900,20190926,0000,606646,0243,4,3,1914,0,0,QUIGLEY ST,COWLIN ST,0,E,N
9007391,2019,20191218,1942,20191029,1630,41096,0256,2,7,1942,0,0,UNION AV,SHATTO,0,S,N
9007393,2019,20191218,1900,20190927,1535,642872,0251,5,4,1945,0,0,ATLANTIC AV,RANDOLPH ST,0,N,N
9007396,2019,20200219,1942,20191024,2200,TIPPING,1796,4,7,1942,0,0,BALBOA BL,PARTHENIA ST,0,S,N
9007397,2019,20191218,1900,20190913,0900,1797,0251,5,4,1945,0,0,WOODLAWN AV,RANDOLPH ST,0,N,N
9007399,2019,20200116,1942,20191021,2025,43658,0239,1,7,1942,0,0,GLENDALE BL,ROCKWOOD ST,0,N,N
9007403,2019,20191218,1942,20191024,1400,33523,0201,4,7,1942,0,0,SANTA MONICA BL,ALEXANDRIA ST,0,W,N
9007405,2019,20191218,1501,20190929,1725,914,12,7,3,1501,0,0,BEAR MOUNTAIN BL,WALNUT DR,0,E,N
9007408,2019,20191218,1942,20191001,1735,35858,1776,2,7,1942,0,0,BALBOA BL,PLUMMER ST,0,N,N
9007411,2019,20191218,1942,20191020,1900,43534,0269,7,7,1942,0,0,8TH ST,HARTFORD,0,S,N
9007415,2019,20191218,1942,20191026,2245,40932,0266,6,7,1942,0,0,JAMES M WOOD BL,S PARK VIEW ST,0,E,N
9007419,2019,20191218,1942,20191031,2010,40193,0218,4,7,1942,0,0,GLENDALE BL,MONTROSE ST,0,S,N
9007420,2019,20191218,1942,20191017,1630,26347,1785,4,7,1942,0,0,RAYEN ST,RESEDA BL,0,W,N
9007421,2019,20191218,1942,20190930,2315,36542,1723,1,7,1942,0,0,DE SOTO AV,RINALDI ST,0,N,N
9007424,2019,20200116,1942,20191016,0850,42163,1788,3,7,1942,0,0,PARTHENIA ST,LOUIS AV,0,W,N
9007429,2019,20191218,3001,20190921,1606,A2589,D3,6,7,3001,0,0,SOUTH SUNKIST ST,HILDA PL,0,S,N
9007431,2019,20191218,3001,20191002,0737,1007,N,3,7,3001,0,0,CERRITOS AV,GARZA ST,0,E,-
9007435,2019,20200304,1942,20191026,1540,43082,1943,6,7,1942,0,0,CHATSWORTH DR,RT 5,0,W,N
9007436,2019,20191218,1942,20191018,0430,32963,1751,5,7,1942,0,0,OWENSMOUTH AV,DUPONT ST,0,W,N
9007441,2019,20200225,1942,20191028,1030,1369,1987,1,7,1942,0,0,COSTELLO ST,COLBATH AV,0,W,N
9007443,2019,20191218,0109,20190910,1710,8343,1,2,7,0109,0,0,LOGAN ST,26TH AV,0,E,N
9007444,2019,20200107,1900,20191104,0710,522052,0977,1,4,1979,0,0,LA CIENEGA BL,SANTA MONICA BL,0,N,N
9007445,2019,20191218,1942,20191010,0815,43495,1963,4,7,1942,0,0,VAN NUYS BL,VESPER AV,0,S,N
9007447,2019,20191218,0109,20190924,1805,9196,2,2,7,0109,0,0,94TH AV,HOLLY ST,0,N,N
9007448,2019,20200107,1900,20191122,0723,443069,972,5,4,1979,0,0,BEVERLY BL,ROBERTSON BL,0,W,N
9007451,2019,20191218,0109,20190911,0943,9165,2,3,7,0109,0,0,FOOTHILL BL,BRIDGE AV,0,E,N
9007453,2019,20200116,1942,20191013,2150,43382,1793,7,7,1942,0,0,PARTHENIA ST,VANALDEN AV,0,E,N
90074539,2015,20151215,9320,20151208,0926,016970,9320,2,9,0700,2,4,SAN PABLO AVENUE,RAILROAD AVENUE,0,E,N
9007454,2019,20191217,5002,20191031,0538,10644,352,4,6,5002,0,0,SPENCER RD,BRIGGS AV,0,N,N
9007456,2019,20191220,1900,20190917,1159,522052,0977,2,4,1979,0,0,SANTA MONICA BL,ALMONT DR,0,E,N
9007457,2019,20200228,1942,20191018,0525,43440,1783,5,7,1942,0,0,VANALDEN AV,NORDHOFF ST,0,N,N
9007458,2019,20191217,1942,20191021,0745,31931,1781,1,7,1942,0,0,NORDHOFF ST,MASON AV,0,E,N
9007459,2019,20191218,0109,20190908,1420,9527,2,7,7,0109,0,0,SEMINARY AV,AVENAL AV,0,S,N
9007460,2019,20200130,1900,20191203,1731,526486,0972,2,4,1979,0,0,SANTA MONICA BL,RAMAGE ST,0,E,N
9007462,2019,20191217,1942,20191031,1630,36087,1714,4,7,1942,0,0,RINALDI ST,RESEDA BL,0,W,N
9007463,2019,20191218,0109,20190907,0353,9809,1,6,7,0109,0,0,MYRTLE ST,18TH ST,0,S,N
9007464,2019,20200107,1909,20191129,0555,593,1909,5,4,1909,0,0,JABONERIA RD,LUBEC ST,0,N,N
9007465,2019,20191218,1942,20191007,0055,35161,1767,1,7,1942,0,0,VINCENNES ST,RESEDA BL,0,W,N
9007467,2019,20191218,0109,20190919,1813,8914,1,4,7,0109,0,0,ADELINE ST,18TH ST,0,S,N
9007469,2019,20191218,1942,20191019,1105,42514,1703,6,7,1942,0,0,RINALDI ST,RESEDA BL,0,E,N
9007470,2019,20191218,1942,20191015,1715,43830,1701,2,7,1942,0,0,RINALDI ST,CORBIN,0,E,N
9007471,2019,20191218,0109,20190901,0211,9721,1,7,7,0109,0,0,25TH AV,15TH ST,0,N,N
9007473,2019,20191218,1942,20191006,0835,43854,1756,7,7,1942,0,0,DEVONSHIRE ST,ZELZAH AV,0,W,N
9007474,2019,20191218,1942,20191015,1913,36087,1767,2,7,1942,0,0,RESEDA BL,SUPERIOR ST,0,N,N
9007475,2019,20191218,0109,20190910,1833,8557,1,2,7,0109,0,0,14TH AV,31ST ST,0,N,N
9007477,2019,20191218,1942,20191005,2030,35594,1765,6,7,1942,0,0,MERRIDY ST,DONNA AV,0,W,N
9007478,2019,20191218,1942,20191004,0015,37613,1745,5,7,1942,0,0,DEVONSHIRE ST 8,ZELZAH AV,0,E,N
90074792,2015,20151215,9645,20151210,1545,018428,645,4,7,3711,1,1,SR-15 S/B,UNIVERSITY AVE.,0,S,N
9007483,2019,20191218,0109,20190907,0023,9555,2,6,7,0109,0,0,HEGENBERGER RD,INTERNATIONAL BL,0,S,N
9007484,2019,20191227,1942,20191024,1830,43210,0397,4,7,1942,0,0,KANSAS AV,42ND ST,0,S,N
9007485,2019,20191218,1942,20191027,0310,40857,1774,7,7,1942,0,0,ZELZAH AV,KINZIE ST,0,N,N
9007491,2019,20191218,3600,20190929,1549,G6198,VC052,7,5,3612,0,0,FAIRBANKS DR,DALTON CT,0,S,N
9007492,2019,20200109,3609,20191127,1315,8510,RI121,3,5,3609,0,0,CEDAR AV,LORRAINE PL,0,S,N
9007494,2019,20191218,1942,20191015,1020,42074,1962,2,7,1942,0,0,SEPULVEDA BL,TUPPER ST,0,S,N
9007495,2019,20191218,1900,20190921,1900,534575,0263,6,4,1917,0,0,ATLANTIC AV,SALT LAKE AV,0,N,N
90074971,2015,20151216,9360,20151130,0720,013440,9360,1,9,4900,3,5,MOORLAND AVE,HAZELNUT AVE,0,S,N
9007498,2019,20191218,3905,20190925,1258,2466,PAR,3,6,3905,0,0,D ST,FREMONT ST,0,N,N
9007502,2019,20191218,0109,20190912,2316,9690,2,4,7,0109,0,0,35TH AV,FOOTHILL BL,0,S,N
9007504,2019,20200111,4004,20191211,0830,928,1-4,3,3,4004,0,0,SPRING ST,24TH ST,0,S,N
9007507,2019,20200107,3300,20191120,0810,N5073,34C3,3,4,3318,0,0,WASHINGTON ST,COUNTRY CLUB DR,0,S,N
9007509,2019,20191218,1942,20191026,2325,37639,0275,6,7,1942,0,0,BONNIE BRAE ST,WILSHIRE BL,0,S,N
9007511,2019,20200107,3300,20191120,0955,N5073,36P4,3,4,3318,0,0,FRED WARING DR,PRIMROSE DR,0,E,N
9007513,2019,20200219,1942,20191025,1700,42356,0249,5,7,1942,0,0,WILSHIRE BL,LUCAS AV,0,E,N
9007515,2019,20191223,3300,20191030,1710,N6217,36L1,3,3,3317,0,0,FRANK SINATRA DR,BOB HOPE DR,0,W,N
9007518,2019,20191218,0109,20190909,2041,9578,1,1,7,0109,0,0,MARTIN LUTHER KING JR WY,57TH ST,0,S,N
9007519,2019,20200108,3300,20191107,1755,4211,38B2,4,4,3318,0,0,MONTEREY AV,DINAH SHORE DR,0,N,N
90075196,2015,20151216,9590,20151201,1825,018345,9590,2,7,1942,1,1,I-110 SOUTHBOUND (HARBOR FREEWAY),42ND ST.,0,N,N
9007524,2019,20200211,1942,20191106,1150,43887,2083,3,7,1942,0,0,OXFORD AV,VENICE BL,0,S,N
90075253,2015,20151216,9550,20151202,1400,020399,9550,3,9,1900,2,4,LEFFINGWELL ROAD,COTEAU DRIVE,0,W,N
90075270,2015,20151216,9590,20151109,0545,016127,9590,1,7,1942,1,3,SR-60 W/B (POMONA FREEWAY),LORENA STREET,0,E,N
9007529,2019,20200206,3005,20191202,1525,8141,C13,1,4,3005,0,0,BLOOMFIELD AV,LINCOLN AV,0,S,N
9007530,2019,20200210,1506,20191203,2005,7854,3,2,4,1506,0,0,W ATKINS AV,GORNDON ST,0,W,N
9007532,2019,20200106,1942,20191108,1715,36461,2041,5,7,1942,0,0,CRENSHAW BL,8TH ST,0,S,N
90075320,2015,20151216,9590,20151125,1819,018345,9590,3,7,1942,1,2,US-101 (HOF),BARHAM BLVD.,0,N,N
9007536,2019,20200211,1942,20191108,1720,43504,2021,5,7,1942,0,0,6TH ST,GRAMBROY,0,W,N
9007539,2019,20200210,1942,20191204,2300,39022,0657,3,7,1942,0,0,SANTA MONICA BL,VAN NESS AV,0,W,N
9007540,2019,20200211,1942,20191127,0630,42286,1424,3,7,1942,0,0,STONER AV,NAVY ST,0,N,N
9007542,2019,20200210,4403,20191206,0833,358,435,5,4,4403,0,0,WINCHESTER DR,HAMMER DR,0,N,N
90075422,2015,20151216,9565,20151117,1610,016943,INGLE,2,6,1933,1,1,I-405 S/B TO MANCHESTER BLVD.,FLORENCE AVE,0,N,N
9007543,2019,20200210,1942,20191201,1830,42618,0666,7,7,1942,0,0,LEXINGTON AV,N HUDSON AV,0,E,N
9007544,2019,20200207,1942,20191203,0150,42726,646,2,7,1942,0,0,VINE ST,SUNSET BL,0,N,N
9007546,2019,20191227,4403,20191031,2032,3835,1-07,4,4,4403,0,0,PALM AV,LINCOLN ST,0,W,N
9007547,2019,20200208,1942,20191113,1029,30455,0637,3,7,1942,0,0,HOLLYWOOD BL,N ARGYLE AV,0,W,N
9007548,2019,20200210,1942,20191206,1430,42901,0666,5,7,1942,0,0,VINE ST,GREGORY AV,0,S,N
9007549,2019,20200206,5002,20191201,1024,10467,024,7,6,5002,0,0,SISK RD,WEST BRIGGSMORE AV,0,N,N
9007551,2019,20191227,1942,20191024,1420,36664,0656,4,7,1942,0,0,SANTA MONICA BL,VINE ST,0,E,N
9007552,2019,20191227,3001,20191001,1739,1851,D4,2,7,3001,0,0,N LAKEVIEW DR,RIVERDALE AV,0,S,N
9007553,2019,20200206,5002,20191201,1852,11236,M101,7,6,5002,0,0,SYLVAN AV,OAKDALE RD,0,E,N
9007554,2019,20200210,5703,20191207,1217,2882,22,6,4,5703,0,0,1ST ST,CLOVER ST,0,S,N
9007555,2019,20200203,1942,20191024,1530,36664,0643,4,7,1942,0,0,HAWTHORN AV,N FORMOSA AV,0,W,N
90075555,2015,20151216,9840,20151202,1412,012191,9840,3,9,3300,1,1,I-15 N/B,NICHOLS RD.,0,N,N
9007557,2019,20200215,5002,20191202,0159,13075,535,1,6,5002,0,0,MORGAN RD,EAST WHITMORE AV,0,N,N
9007559,2019,20200102,1942,20191111,1830,39022,0632,1,7,1942,0,0,SUNSET VIEW DR,MARMONT AV,0,W,N
9007561,2019,20200206,5002,20191202,1731,13268,M023,1,6,5002,0,0,SISK RD,PLAZA PKWY,0,S,N
9007562,2019,20200121,4401,20191109,1513,483,SANAT,6,3,4401,0,0,CLARES ST,41ST AV,0,E,N
9007564,2019,20191223,3342,20190830,1725,898,495,5,4,3342,0,0,JEFFERSON AV,DATE ST,0,S,N
9007565,2019,20200206,5002,20191202,1031,13207,387,1,6,5002,0,0,J ST,14TH ST,0,E,N
9007566,2019,20191231,3009,20191102,1549,6184,107,6,6,3009,0,0,FLOWER ST,15TH ST,0,S,N
9007567,2019,20200102,1942,20191120,0850,42330,0642,3,7,1942,0,0,CURSON,SUNSET,0,N,N
9007571,2019,20200106,1942,20191106,0740,37575,0622,3,7,1942,0,0,MULHOLLAND DR,PYRAMID PL,0,E,N
9007572,2019,20191223,3342,20190819,0807,419,373,1,4,3342,0,0,CLINTON KEITH RD,MENIFEE RD,0,W,N
9007574,2019,20200102,3009,20191127,2245,4539,2 1,3,6,3009,0,0,LYNNE DR,MITCHELL AV,0,W,N
9007577,2019,20200206,1955,20191203,2127,42415,86,2,6,1955,0,0,PHILLIPS BL,PACKARD DR,0,E,N
9007579,2019,20200109,1942,20191109,1045,41376,0622,6,7,1942,0,0,N FULLER AV,HILLSIDE AV,0,N,N
9007581,2019,20200206,1900,20191203,1435,44381,0973,2,4,1979,0,0,VISTA ST,SANTA MONICA BL,0,N,N
9007582,2019,20200106,3009,20191119,0801,3972,101,2,6,3009,0,0,ORANGEWOOD AV,FAYE ST,0,W,N
9007583,2019,20200127,1942,20191202,2325,19155,LOS A,1,7,1942,0,0,CENTURY BL,AIRPORT BL,0,E,N
9007586,2019,20200122,3009,20191121,0750,3972,124,4,6,3009,0,0,STANFORD AV,9TH ST,0,W,N
9007590,2019,20200303,3009,20191105,2016,4352,76,2,6,3009,0,0,MAGNOLIA ST,TRASK AV,0,S,N
9007591,2019,20200211,1942,20191130,1725,43427,0638,6,7,1942,0,0,WESTERN AV,RUSSELL AV,0,N,N
9007597,2019,20200227,0101,20191209,0845,70,305,1,5,0101,0,0,BUENA VISTA AV,WALNUT ST,0,W,N
9007600,2019,20200227,1942,20191208,0845,35393,1253,7,7,1942,0,0,WESTERN AV,N FLORENCE AV,0,N,N
9007602,2019,20200207,5600,20191203,0705,4455,8024,2,5,5601,0,0,DAILY DR,ROSEWOOD AV,0,E,N
90076023,2015,20151217,9535,20151118,0900,021167,9535,3,9,1900,2,4,OLYMPIC BLVD. (4600 BLOCK),DUNCAN AVE,0,E,N
9007603,2019,20191230,3011,20191129,0952,31334,35,5,4,3011,0,0,3RD ST,FOREST AV,0,S,N
90076060,2015,20151217,9360,20151215,0800,011932,9360,2,9,4900,3,5,ELY RD N,OLD REDWOOD HWY,0,E,N
9007608,2019,20200102,1942,20191124,1800,42314,0667,7,7,1942,0,0,FOUNTAIN AV,TAMARIND AV,0,W,N
90076082,2015,20151217,9645,20151211,1140,020066,SAN D,5,7,3711,1,3,SR-163 S/B,MESA COLLEGE DR,0,N,N
9007609,2019,20200201,0105,20191206,0751,14175,640,5,6,0105,0,0,PASEO PADRE PKWY,COUNTRY DR,0,N,N
90076097,2015,20151217,9840,20151027,1405,016285,9840,2,7,3313,1,1,INTERSTATE 215 SOUTHBOUND,COLUMBIA AVENUE,0,N,N
90076109,2015,20151217,9840,20151102,0820,016285,9840,1,4,3310,1,1,INTERSTATE 15 NORTHBOUND,DETROIT STREET,0,N,N
90076147,2015,20151217,9840,20151101,0955,016285,9840,7,9,3300,2,4,CAJALCO ROAD WESTBOUND,ALEXANDER STREET,0,E,N
9007617,2019,20200201,0105,20191206,1321,11621,929,5,6,0105,0,0,DRISCOLL RD,TIMBER CREEK TER,0,E,N
9007622,2019,20200207,1900,20191201,2500,52648,0976,7,4,1979,0,0,FOUNTAIN AV,KINGS RD,0,E,N
90076266,2015,20151217,9840,20151123,1555,012191,9840,1,9,3300,2,4,CAJALCO RD.,MEAD ST.,0,E,N
9007627,2019,20191230,4313,20191127,0738,4782,FOOTH,3,7,4313,0,0,HASSLER PKWY,BRIDGEVIEW LN,0,E,N
9007628,2019,20200102,1942,20191112,0650,41139,0635,2,7,1942,0,0,N CAHUENGA BL,WHITLEY AV,0,S,N
90076296,2015,20151217,9670,20151209,1755,018516,9670,3,4,3020,1,1,I-405 N/B,SEAL BEACH BLVD,0,S,N
90076298,2015,20151217,9840,20151202,0650,012191,9840,3,9,3300,3,5,DOS LAGOS DR.,I-15 S/B,0,E,N
90076313,2015,20151217,9840,20151202,0620,012191,9840,3,4,3307,1,1,I-15 S/B,NICHOLS RD.,0,S,N
90076318,2015,20151217,9840,20151201,0730,012191,9840,2,6,3315,1,3,SR 91 W/B,PROMENADE AVE,0,E,N
9007636,2019,20200316,1942,20191102,1845,41978,0636,6,7,1942,0,0,N CAHUENGA BL,HOLLYWOOD BL,0,N,N
9007642,2019,20200207,0101,20191208,1320,53,252,7,5,0101,0,0,CHALLENGER DR,MARINA VILLAGE PKWY,0,S,N
9007644,2019,20200102,1942,20191124,1845,33757,0628,7,7,1942,0,0,FRANKLIN AV,GOWER ST,0,E,N
90076452,2015,20151217,9645,20151216,1740,018428,645,3,7,3711,1,1,I-805 S/B,SR-15 U/C,0,N,N
9007646,2019,20200207,0101,20191208,2500,58,425,7,5,0101,0,0,HARBOR BAY PKWY,C ST,0,E,N
9007647,2019,20191230,4313,20191130,1722,4460,DT,6,7,4313,0,0,BRYAN AV,EL CORAL WY,0,E,N
9007650,2019,20200207,0101,20191207,1224,53,305,6,5,0101,0,0,BUENA VISTA AV,MULBERRY ST,0,W,N
9007652,2019,20200102,1942,20191105,0745,41210,0663,2,7,1942,0,0,LA BREA AV,ROMAINE ST,0,N,N
9007654,2019,20200207,0101,20191206,2500,19,123,5,5,0101,0,0,BUENA VISTA AV,WEBSTER ST,0,W,N
9007655,2019,20191230,1942,20191128,0535,42656,1469,4,7,1942,0,0,S LA CIENEGA BL,FAIRVIEW BL,0,N,N
9007657,2019,20200608,1942,20191201,1510,37966,1438,7,7,1942,0,0,OVERLAND AV,REGENT ST,0,N,N
9007658,2019,20200207,4202,20191204,1702,234,4202,3,4,4202,0,0,OCEAN AV,I ST,0,W,N
9007659,2019,20191230,1942,20191126,1700,41110,2041,2,7,1942,0,0,5TH AV,COUNTRY CLUB DR,0,N,N
9007660,2019,20200102,1942,20191109,0015,31131,0647,6,7,1942,0,0,SUNSET BL,VINE ST,0,E,N
9007661,2019,20200201,1942,20191203,1710,42685,089,2,7,1942,0,0,CADILLAC AV,HALM AV,0,E,N
9007663,2019,20191230,1942,20191129,1810,41957,0842,5,7,1942,0,0,WILSHIRE BL,FEDERAL AV,0,E,N
9007668,2019,20200102,1942,20191117,1715,43922,0897,7,7,1942,0,0,NATIONAL BL,DURANGO AV,0,E,N
9007670,2019,20200207,1942,20191201,0645,42656,1489,7,7,1942,0,0,W CENTURY BL,GLASGOW PL,0,W,N
9007671,2019,20191230,1942,20191124,0545,34959,0626,7,7,1942,0,0,CAHUENGA BL,FRANKLIN AV,0,N,N
9007672,2019,20200102,1942,20191126,0745,26456,0831,2,7,1942,0,0,SAN VICENTE BL,BUNDY DR,0,E,N
9007673,2019,20200201,1942,20191205,0020,42314,0615,4,7,1942,0,0,CAHUENGA BL W,MULHOLLAND DR,0,E,N
9007675,2019,20191230,1942,20191105,1035,41210,0622,2,7,1942,0,0,ELECTRA DR,ELECTRA CT,0,N,N
9007676,2019,20200102,1942,20191110,1825,43274,20A58,7,7,1942,0,0,PICO BL,HOBART,0,E,N
9007678,2019,20200207,1942,20191205,0220,35332,666,4,7,1942,0,0,HOLLYWOOD BL,ARGYLE AV,0,W,N
9007683,2019,20200224,1900,20191204,0702,525409,2922,3,5,1990,0,0,GRAND AV,GOLDEN SPRINGS DR,0,S,N
9007685,2019,20200207,1942,20191208,1800,42344,1505,7,7,1942,0,0,VALERIO ST,BECK AV,0,W,N
9007691,2019,20200224,1941,20191204,2112,6066,593,3,7,1941,0,0,WINSLOW,7TH ST,0,S,N
9007693,2019,20200207,1942,20191209,1020,40141,0991,1,7,1942,0,0,BEVERLY GLEN BL,MULHOLLAND DR,0,S,N
9007697,2019,20200207,1942,20191205,2215,42296,1526,4,7,1942,0,0,OXNARD ST,LANKERSHIM BL,0,W,N
